vehicle_type,vehicle_name,cost,owner_name,contact_number,availability
Farming,Sprayer,1201,Owner_258,6070821422,Yes
Farming,Sprayer,791,Owner_22,2108435777,No
Farming,Plow,772,Owner_682,2629441302,No
Farming,Tractor,846,Owner_812,6798189551,No
Traveling,Truck,2492,Owner_111,2495590148,Yes
Farming,Plow,620,Owner_494,9072170564,No
Farming,Seeder,696,Owner_899,1382416712,No
Farming,Seeder,1781,Owner_972,2084576161,No
Farming,Sprayer,1630,Owner_484,2267680921,No
Farming,Plow,512,Owner_263,7612046106,No
Traveling,Motorbike,1527,Owner_410,3275819562,No
Traveling,Car,4662,Owner_81,6522135050,No
Farming,Seeder,523,Owner_811,8794274855,No
Farming,Plow,1888,Owner_687,6708435808,Yes
Farming,Plow,1878,Owner_891,7719776030,No
Traveling,Car,4426,Owner_546,7081593459,No
Traveling,Motorbike,4713,Owner_6,5175195660,Yes
Farming,Tractor,1936,Owner_777,8128361879,Yes
Traveling,Car,3884,Owner_541,1996567947,No
Traveling,Car,3306,Owner_609,4479033881,Yes
Traveling,Truck,2842,Owner_442,2190732356,No
Farming,Sprayer,1590,Owner_85,6905326455,Yes
Traveling,Van,1600,Owner_478,7546922792,No
Farming,Sprayer,567,Owner_975,6298993199,No
Farming,Seeder,1500,Owner_453,2944034692,Yes
Traveling,Van,3396,Owner_495,5770631665,No
Traveling,Motorbike,2848,Owner_147,1800568814,Yes
Traveling,Car,3087,Owner_54,3069150053,Yes
Traveling,Motorbike,1562,Owner_717,4214536374,No
Traveling,Auto,4516,Owner_591,5776217640,No
Traveling,Van,3475,Owner_312,2297011669,No
Traveling,Van,3626,Owner_545,7301619388,Yes
Traveling,Truck,3183,Owner_406,6957707503,No
Farming,Harvester,1836,Owner_286,6515862000,Yes
Farming,Plow,575,Owner_935,5168919746,No
Farming,Seeder,1816,Owner_543,1263873778,Yes
Traveling,Car,4161,Owner_235,2868727486,No
Traveling,Car,2595,Owner_357,9606078588,No
Farming,Sprayer,1809,Owner_376,4524766831,Yes
Farming,Plow,674,Owner_318,7053497200,No
Farming,Tractor,822,Owner_226,8841033596,No
Farming,Sprayer,968,Owner_851,2574686974,No
Farming,Tractor,1181,Owner_744,6577234749,Yes
Farming,Plow,705,Owner_774,5334924148,Yes
Traveling,Car,1418,Owner_314,4559365627,Yes
Traveling,Car,4477,Owner_268,5605569443,Yes
Traveling,Auto,2084,Owner_234,8636863994,No
Farming,Sprayer,1732,Owner_231,4574115685,Yes
Traveling,Van,1868,Owner_483,2352319686,Yes
Farming,Tractor,984,Owner_192,1590872731,Yes
Farming,Seeder,920,Owner_8,8953655569,Yes
Traveling,Auto,2209,Owner_220,5826285029,Yes
Farming,Sprayer,1422,Owner_862,1168442722,No
Traveling,Auto,4060,Owner_243,8992325572,No
Farming,Seeder,1160,Owner_874,2391101054,No
Traveling,Car,1899,Owner_651,2866781657,No
Traveling,Truck,3830,Owner_13,4270122659,Yes
Traveling,Car,1294,Owner_264,6646872273,Yes
Farming,Seeder,1170,Owner_644,7817947427,No
Traveling,Auto,3905,Owner_857,2090903960,Yes
Traveling,Auto,2782,Owner_989,2147571962,Yes
Traveling,Car,1128,Owner_559,8234077197,No
Traveling,Car,3078,Owner_778,7984739067,No
Farming,Harvester,1045,Owner_35,9516065176,Yes
Traveling,Motorbike,1552,Owner_817,9717968441,No
Farming,Sprayer,1122,Owner_211,7422973059,No
Farming,Seeder,679,Owner_550,7651652439,No
Farming,Harvester,1424,Owner_34,5828106379,No
Farming,Plow,713,Owner_637,1296318277,Yes
Farming,Plow,1027,Owner_875,9532759503,Yes
Traveling,Truck,1223,Owner_679,3285027751,Yes
Traveling,Van,1475,Owner_116,6646157728,Yes
Farming,Plow,1270,Owner_200,6083380601,No
Farming,Seeder,1941,Owner_978,6298988323,Yes
Farming,Harvester,1697,Owner_650,2463851784,Yes
Traveling,Van,2818,Owner_710,2295673308,No
Farming,Tractor,1546,Owner_945,4430877117,Yes
Traveling,Van,3394,Owner_614,7329652635,No
Farming,Plow,1635,Owner_344,1426579699,No
Traveling,Van,3693,Owner_48,7674537887,Yes
Farming,Tractor,595,Owner_797,4299606422,Yes
Farming,Sprayer,1454,Owner_579,2132882938,Yes
Traveling,Van,2494,Owner_669,1091879640,Yes
Farming,Seeder,989,Owner_466,1968624422,Yes
Farming,Sprayer,876,Owner_886,8865618000,Yes
Traveling,Van,4751,Owner_224,8872528519,Yes
Farming,Plow,1420,Owner_536,3724125857,Yes
Farming,Sprayer,756,Owner_930,3764783702,No
Traveling,Motorbike,4897,Owner_976,7315237666,No
Farming,Plow,1485,Owner_685,6128459323,No
Farming,Seeder,1290,Owner_946,9491721936,No
Farming,Sprayer,1746,Owner_142,6824076099,Yes
Traveling,Truck,2196,Owner_9,5192197140,Yes
Farming,Harvester,1879,Owner_788,7508781025,No
Farming,Harvester,1512,Owner_242,6164702512,No
Traveling,Van,1114,Owner_285,2719865405,No
Traveling,Auto,2080,Owner_616,6911716146,No
Traveling,Van,3520,Owner_433,4617554037,Yes
Farming,Seeder,740,Owner_397,2488683508,No
Traveling,Auto,2583,Owner_359,8397105693,Yes
Traveling,Motorbike,3796,Owner_903,7522769282,No
Farming,Harvester,1462,Owner_69,7545079215,Yes
Traveling,Truck,1963,Owner_328,3608697079,Yes
Farming,Harvester,1523,Owner_337,8306532129,Yes
Farming,Tractor,676,Owner_938,7587690650,Yes
Traveling,Truck,1745,Owner_565,1039676222,No
Traveling,Car,1617,Owner_587,1559895086,No
Farming,Plow,559,Owner_306,8054876065,Yes
Farming,Tractor,1298,Owner_174,3260602153,Yes
Traveling,Auto,4424,Owner_202,5615544080,No
Farming,Seeder,1794,Owner_338,5261995783,No
Traveling,Truck,2658,Owner_674,3021895033,No
Farming,Tractor,1558,Owner_915,7140977051,Yes
Farming,Tractor,1741,Owner_487,6493613498,No
Farming,Tractor,1918,Owner_629,9622057853,Yes
Traveling,Van,4158,Owner_753,6538523394,No
Traveling,Auto,3285,Owner_902,4954481760,No
Farming,Plow,848,Owner_498,8055478373,No
Farming,Tractor,1360,Owner_362,5858581494,Yes
Traveling,Car,2950,Owner_320,6820319937,Yes
Farming,Plow,621,Owner_736,6870662408,Yes
Farming,Seeder,999,Owner_566,7016785220,No
Traveling,Truck,2705,Owner_865,8133813870,No
Traveling,Van,1862,Owner_90,9537365759,No
Farming,Tractor,1457,Owner_180,1698395211,No
Traveling,Car,1202,Owner_103,7032660728,Yes
Traveling,Auto,3042,Owner_645,5782216114,Yes
Farming,Seeder,1383,Owner_205,5198040850,No
Traveling,Auto,2523,Owner_145,4077314900,No
Traveling,Car,3273,Owner_503,6881529030,No
Farming,Plow,1777,Owner_118,2578418135,Yes
Farming,Harvester,817,Owner_197,4776062708,No
Traveling,Car,4966,Owner_332,4814000533,No
Farming,Plow,1707,Owner_323,2531498624,No
Traveling,Car,4124,Owner_831,7905338127,No
Farming,Sprayer,1692,Owner_212,5680443678,Yes
Farming,Sprayer,682,Owner_885,9734296480,No
Traveling,Car,1257,Owner_769,1965549974,No
Traveling,Truck,3798,Owner_59,2913655678,No
Farming,Tractor,920,Owner_471,2933409514,No
Farming,Plow,1742,Owner_914,8416686760,No
Traveling,Car,3912,Owner_600,8784800624,No
Farming,Tractor,1428,Owner_763,2845054525,Yes
Farming,Seeder,1984,Owner_293,4849040374,No
Farming,Plow,1864,Owner_785,3066874480,No
Farming,Harvester,854,Owner_921,4038822208,Yes
Farming,Tractor,640,Owner_501,1470020758,Yes
Traveling,Van,1050,Owner_287,9022277034,No
Traveling,Van,3790,Owner_41,4017047917,Yes
Farming,Plow,1188,Owner_693,7179764682,Yes
Traveling,Car,4055,Owner_620,3618031341,Yes
Farming,Plow,1860,Owner_900,3383465669,Yes
Traveling,Truck,3406,Owner_169,1171066356,Yes
Traveling,Motorbike,3193,Owner_423,7459063835,No
Farming,Sprayer,1460,Owner_508,6047219991,Yes
Farming,Plow,569,Owner_24,1508370914,No
Farming,Plow,716,Owner_621,3030232244,Yes
Traveling,Motorbike,3811,Owner_519,6606596768,Yes
Traveling,Van,4085,Owner_648,9030468247,No
Traveling,Truck,3197,Owner_822,1477422251,Yes
Farming,Harvester,1039,Owner_131,1608046602,Yes
Farming,Seeder,1875,Owner_459,2197493211,Yes
Farming,Sprayer,1572,Owner_456,1222435193,No
Farming,Sprayer,916,Owner_221,2702069826,No
Farming,Plow,1314,Owner_37,9614677027,No
Farming,Tractor,796,Owner_343,7377088128,Yes
Traveling,Auto,3745,Owner_273,5639671482,Yes
Farming,Plow,1379,Owner_997,9358603439,No
Traveling,Truck,4636,Owner_810,2084083939,No
Traveling,Van,4943,Owner_967,2763798185,Yes
Traveling,Van,1790,Owner_880,4739470261,Yes
Farming,Sprayer,1183,Owner_151,9583560316,No
Traveling,Auto,2359,Owner_278,7193487769,Yes
Farming,Tractor,1433,Owner_326,9149289768,Yes
Farming,Plow,1134,Owner_775,5420172046,Yes
Traveling,Truck,1721,Owner_849,8429733978,Yes
Traveling,Truck,2861,Owner_137,7908457893,No
Traveling,Van,1666,Owner_855,4988478147,Yes
Traveling,Car,2384,Owner_671,2614646249,No
Farming,Sprayer,617,Owner_529,8099415311,Yes
Traveling,Motorbike,1263,Owner_838,6798534347,No
Traveling,Auto,2140,Owner_585,3895717393,Yes
Traveling,Auto,3448,Owner_954,4283659539,Yes
Traveling,Motorbike,4374,Owner_741,6389302480,No
Traveling,Truck,4542,Owner_349,5864350652,Yes
Traveling,Truck,2131,Owner_762,5491665764,Yes
Farming,Harvester,1288,Owner_164,1132297732,No
Traveling,Car,1348,Owner_163,2143329694,Yes
Traveling,Auto,3606,Owner_283,2915386259,Yes
Farming,Plow,619,Owner_354,2911013241,Yes
Farming,Seeder,1541,Owner_2,2460269172,No
Traveling,Truck,1465,Owner_980,7562568589,Yes
Farming,Plow,1949,Owner_522,9825707567,No
Traveling,Van,3817,Owner_690,4372032375,No
Farming,Tractor,1240,Owner_552,1969225212,Yes
Farming,Tractor,1998,Owner_11,2684619300,No
Farming,Sprayer,874,Owner_185,2977666667,Yes
Farming,Harvester,1885,Owner_643,2826594551,Yes
Traveling,Motorbike,2991,Owner_680,4865928439,No
Farming,Plow,1455,Owner_75,4155180485,Yes
Farming,Sprayer,713,Owner_754,5068926229,No
Farming,Sprayer,974,Owner_848,1849724923,No
Traveling,Auto,2280,Owner_734,8410175599,No
Farming,Tractor,1401,Owner_894,4891465485,No
Farming,Tractor,895,Owner_422,2098626580,Yes
Traveling,Truck,3122,Owner_856,8521834332,Yes
Farming,Plow,775,Owner_401,5542883465,Yes
Farming,Seeder,1204,Owner_225,3700803545,No
Traveling,Auto,3037,Owner_232,3204127596,Yes
Traveling,Truck,2666,Owner_733,8504296031,No
Farming,Tractor,560,Owner_953,8336085834,Yes
Traveling,Motorbike,2845,Owner_171,1523703792,Yes
Farming,Tractor,1400,Owner_336,2058262729,Yes
Farming,Harvester,1410,Owner_67,2173828658,Yes
Traveling,Truck,4256,Owner_251,6579004524,No
Farming,Seeder,504,Owner_549,9001493681,No
Farming,Sprayer,704,Owner_911,7268553417,Yes
Traveling,Auto,1837,Owner_16,9891026079,Yes
Farming,Plow,584,Owner_563,1205189493,No
Farming,Sprayer,701,Owner_844,9191238827,No
Traveling,Truck,4212,Owner_317,8725696853,Yes
Traveling,Auto,2588,Owner_670,9401220455,Yes
Farming,Tractor,1594,Owner_440,5132433650,Yes
Farming,Sprayer,892,Owner_735,1250296565,Yes
Traveling,Auto,4651,Owner_60,9174530483,No
Traveling,Auto,4079,Owner_531,9557610137,No
Traveling,Car,2730,Owner_57,6201974159,Yes
Farming,Harvester,578,Owner_465,7414532346,No
Farming,Plow,1671,Owner_193,8383924525,No
Farming,Plow,706,Owner_388,4714870424,No
Traveling,Motorbike,2354,Owner_108,8044973891,Yes
Farming,Sprayer,1162,Owner_705,2373321417,No
Farming,Harvester,982,Owner_130,1214634174,Yes
Farming,Sprayer,1158,Owner_304,5919260592,Yes
Farming,Tractor,2000,Owner_740,5608024742,Yes
Traveling,Car,3940,Owner_802,1907604866,No
Farming,Tractor,508,Owner_136,6239597574,Yes
Farming,Harvester,1292,Owner_56,8418112910,No
Traveling,Car,3769,Owner_709,4203409308,Yes
Traveling,Truck,1414,Owner_402,3180536642,No
Farming,Plow,1952,Owner_739,4392288210,Yes
Traveling,Motorbike,1049,Owner_23,9314697042,Yes
Farming,Harvester,989,Owner_437,5730950700,Yes
Traveling,Car,2765,Owner_160,7170106259,Yes
Farming,Seeder,1029,Owner_341,1724509369,No
Traveling,Motorbike,3627,Owner_916,6921290788,Yes
Traveling,Van,2252,Owner_515,9335876678,No
Traveling,Truck,2841,Owner_943,4843748347,Yes
Farming,Sprayer,1394,Owner_61,1716481062,No
Traveling,Car,3185,Owner_703,9472196656,No
Farming,Sprayer,1467,Owner_571,2684739200,No
Traveling,Motorbike,1527,Owner_113,1050904579,No
Farming,Tractor,622,Owner_581,7935225549,Yes
Farming,Seeder,828,Owner_707,6079371043,Yes
Traveling,Motorbike,2266,Owner_890,7141979724,Yes
Farming,Sprayer,655,Owner_419,4839154332,Yes
Traveling,Auto,1230,Owner_826,1797460695,Yes
Traveling,Car,1029,Owner_92,2901060008,Yes
Farming,Seeder,1027,Owner_441,3067960621,Yes
Farming,Harvester,1197,Owner_373,1590243984,No
Farming,Harvester,736,Owner_156,4711547605,Yes
Traveling,Motorbike,4295,Owner_10,7445009995,Yes
Farming,Plow,1140,Owner_339,8393946391,No
Traveling,Car,1723,Owner_852,6395918460,No
Traveling,Motorbike,2556,Owner_713,1751362210,Yes
Traveling,Auto,4945,Owner_325,1667486350,No
Farming,Plow,1911,Owner_219,4694504681,Yes
Farming,Harvester,540,Owner_361,8912474598,No
Farming,Seeder,1868,Owner_379,3281264094,No
Traveling,Motorbike,4698,Owner_520,6512900320,No
Traveling,Van,4211,Owner_971,8399611785,Yes
Traveling,Auto,1961,Owner_840,6427489490,No
Traveling,Van,3495,Owner_898,3183448886,No
Farming,Tractor,1768,Owner_186,9079573526,No
Farming,Sprayer,1855,Owner_298,8013529378,No
Farming,Harvester,1946,Owner_133,9504400351,Yes
Traveling,Car,1967,Owner_230,8449088593,Yes
Traveling,Auto,1431,Owner_280,4037620939,Yes
Traveling,Auto,2450,Owner_927,4958730975,No
Traveling,Car,3543,Owner_782,9107082260,No
Farming,Seeder,1523,Owner_366,5634435996,Yes
Farming,Plow,1154,Owner_435,5151057305,No
Farming,Tractor,1476,Owner_593,4663749848,No
Farming,Harvester,1502,Owner_74,9824519324,No
Traveling,Truck,2559,Owner_622,2629719592,Yes
Traveling,Auto,1620,Owner_182,7842204017,No
Traveling,Motorbike,3976,Owner_521,2440837488,No
Traveling,Van,1208,Owner_377,9472705651,Yes
Farming,Plow,1421,Owner_509,3897662365,Yes
Farming,Harvester,511,Owner_929,2190780170,No
Farming,Tractor,1445,Owner_476,5533335093,Yes
Traveling,Auto,1446,Owner_187,9928664865,No
Farming,Sprayer,1155,Owner_399,2151206307,No
Traveling,Motorbike,3093,Owner_20,2270165868,Yes
Traveling,Motorbike,1635,Owner_290,5994749743,Yes
Farming,Harvester,1791,Owner_948,2636781691,Yes
Traveling,Van,1839,Owner_213,4153166385,No
Traveling,Van,1891,Owner_17,6751677085,No
Farming,Seeder,941,Owner_617,3358640937,No
Farming,Sprayer,1574,Owner_523,4679388444,Yes
Farming,Harvester,851,Owner_233,5552855330,Yes
Farming,Plow,1394,Owner_981,2360058411,No
Farming,Seeder,610,Owner_364,6986528351,No
Traveling,Motorbike,1372,Owner_544,8516911570,Yes
Farming,Plow,871,Owner_345,1718429513,No
Traveling,Truck,3529,Owner_507,9771485800,No
Traveling,Auto,2745,Owner_295,7749147909,Yes
Traveling,Truck,4038,Owner_884,5592043346,No
Farming,Plow,1429,Owner_832,1243556453,No
Farming,Plow,1668,Owner_462,1677914327,No
Traveling,Van,4384,Owner_29,7194163103,Yes
Farming,Tractor,1877,Owner_661,2332957263,Yes
Farming,Harvester,631,Owner_870,5783951548,No
Traveling,Truck,2396,Owner_446,5937815274,Yes
Farming,Harvester,633,Owner_824,6031217108,Yes
Traveling,Truck,1680,Owner_454,3970208269,Yes
Traveling,Van,1925,Owner_430,5504943863,No
Farming,Seeder,1667,Owner_564,7326985340,Yes
Traveling,Auto,4883,Owner_375,2215005442,Yes
Traveling,Car,1793,Owner_998,3086079299,Yes
Traveling,Auto,1939,Owner_94,6701764180,No
Farming,Tractor,940,Owner_39,5182931418,Yes
Farming,Tractor,1467,Owner_417,7717059200,No
Traveling,Motorbike,2281,Owner_400,9985813505,No
Traveling,Van,1592,Owner_986,3115103795,No
Farming,Harvester,961,Owner_257,6683347646,Yes
Farming,Plow,504,Owner_606,2986197333,Yes
Farming,Seeder,1979,Owner_764,3624421888,Yes
Farming,Sprayer,1953,Owner_839,9753164167,No
Traveling,Van,4388,Owner_398,6717026972,No
Traveling,Auto,4679,Owner_871,1477155456,Yes
Traveling,Motorbike,4008,Owner_728,7905421766,No
Traveling,Car,2361,Owner_649,9072862309,No
Traveling,Car,2573,Owner_93,9995803403,Yes
Traveling,Truck,4624,Owner_827,1464484972,Yes
Traveling,Van,3150,Owner_526,7580347161,No
Traveling,Auto,1307,Owner_859,8748162534,Yes
Traveling,Car,3877,Owner_964,4336655277,No
Traveling,Motorbike,2541,Owner_910,1973664682,Yes
Farming,Seeder,1330,Owner_941,2642521178,No
Traveling,Motorbike,2754,Owner_89,1494411196,Yes
Farming,Seeder,1968,Owner_747,8887097221,No
Traveling,Motorbike,2282,Owner_572,4168980414,No
Traveling,Truck,4254,Owner_901,9600115558,No
Farming,Sprayer,707,Owner_714,1598857130,Yes
Traveling,Auto,3619,Owner_539,2318983607,No
Farming,Plow,666,Owner_303,4433412497,No
Farming,Tractor,1145,Owner_615,5425634611,Yes
Traveling,Van,2203,Owner_957,6435386044,No
Traveling,Van,3271,Owner_405,1474930650,Yes
Farming,Sprayer,987,Owner_699,2187375532,No
Traveling,Motorbike,4204,Owner_939,7108746030,No
Farming,Seeder,589,Owner_695,1744561644,No
Traveling,Van,2491,Owner_570,3764717152,No
Farming,Seeder,1013,Owner_653,2877297380,No
Farming,Seeder,1154,Owner_299,3859527989,Yes
Traveling,Van,2141,Owner_676,2043632899,No
Traveling,Auto,2116,Owner_951,7473464914,Yes
Traveling,Motorbike,1954,Owner_605,8351779141,Yes
Traveling,Car,4702,Owner_40,9164150705,Yes
Farming,Seeder,1056,Owner_418,8556638258,No
Traveling,Car,3655,Owner_731,4380913997,No
Traveling,Truck,2118,Owner_342,2464624402,Yes
Traveling,Van,1708,Owner_590,2111461983,No
Farming,Tractor,1055,Owner_994,3245932704,No
Farming,Harvester,1921,Owner_143,6156004549,No
Farming,Tractor,526,Owner_568,5756806011,No
Traveling,Truck,4956,Owner_110,3293769102,Yes
Farming,Sprayer,1081,Owner_301,3603838818,No
Farming,Sprayer,1668,Owner_144,2161095339,Yes
Farming,Tractor,960,Owner_95,5296353069,No
Traveling,Motorbike,1585,Owner_534,3361984743,No
Traveling,Van,1044,Owner_420,2403846998,No
Farming,Seeder,1284,Owner_815,1461867469,Yes
Traveling,Van,2342,Owner_438,3699476599,No
Traveling,Truck,1639,Owner_656,3450203078,Yes
Farming,Seeder,1381,Owner_574,9527613231,Yes
Farming,Seeder,516,Owner_560,8359361868,Yes
Farming,Plow,553,Owner_199,3866235999,Yes
Farming,Tractor,1416,Owner_134,1393557946,Yes
Farming,Sprayer,913,Owner_460,7494989673,Yes
Farming,Sprayer,1657,Owner_319,6412485199,Yes
Farming,Plow,649,Owner_73,5427593183,Yes
Farming,Seeder,1505,Owner_172,1654884751,Yes
Farming,Seeder,1425,Owner_148,8697380122,No
Traveling,Car,2921,Owner_413,4301882269,Yes
Farming,Seeder,737,Owner_867,1276704714,Yes
Traveling,Auto,1545,Owner_486,8870341259,Yes
Farming,Sprayer,606,Owner_255,4168152295,No
Farming,Seeder,681,Owner_537,9999714977,No
Traveling,Truck,1595,Owner_394,8061612268,Yes
Farming,Tractor,775,Owner_863,3720184023,Yes
Traveling,Van,4738,Owner_761,5440197843,Yes
Traveling,Auto,1597,Owner_275,2683975992,No
Traveling,Motorbike,4647,Owner_239,1831147483,No
Traveling,Van,3873,Owner_458,2728061315,Yes
Farming,Seeder,767,Owner_26,6274216869,No
Farming,Tractor,1291,Owner_445,6686901464,No
Traveling,Car,4283,Owner_746,8528789476,No
Farming,Harvester,1001,Owner_876,1780763596,No
Traveling,Auto,1500,Owner_158,9848140157,Yes
Farming,Plow,1138,Owner_562,3997331389,No
Traveling,Van,3524,Owner_979,6356129621,Yes
Traveling,Auto,1483,Owner_655,9028874106,Yes
Farming,Seeder,846,Owner_479,6329563399,Yes
Traveling,Motorbike,4699,Owner_392,7172836237,No
Farming,Sprayer,1922,Owner_100,9911115385,No
Farming,Seeder,652,Owner_825,8359585358,Yes
Traveling,Auto,1734,Owner_391,4124003214,Yes
Farming,Seeder,1433,Owner_796,4595012320,Yes
Farming,Seeder,715,Owner_424,3879092186,Yes
Traveling,Van,1095,Owner_270,3223549777,Yes
Farming,Seeder,729,Owner_302,6897911547,No
Farming,Plow,1774,Owner_272,3774074977,No
Traveling,Car,4405,Owner_183,5380157828,Yes
Farming,Tractor,778,Owner_248,3349027254,Yes
Traveling,Van,3346,Owner_767,1446181325,Yes
Farming,Seeder,1811,Owner_712,2912119195,No
Farming,Tractor,1648,Owner_387,1592946593,No
Farming,Plow,1524,Owner_250,1700916914,Yes
Traveling,Auto,2862,Owner_700,1300829685,No
Traveling,Van,3379,Owner_933,1673987951,Yes
Farming,Tractor,1898,Owner_36,8990321869,No
Traveling,Car,1654,Owner_45,2315263653,No
Farming,Tractor,1179,Owner_691,9643373805,No
Farming,Harvester,1966,Owner_626,8466995843,Yes
Farming,Plow,1996,Owner_908,7599336588,No
Traveling,Car,3812,Owner_161,6938904829,Yes
Traveling,Car,3427,Owner_15,5007350610,No
Farming,Tractor,710,Owner_109,2498043879,No
Traveling,Truck,3641,Owner_421,8538851219,Yes
Traveling,Car,2040,Owner_124,7006120744,Yes
Farming,Plow,1307,Owner_385,7410365001,No
Traveling,Car,5000,Owner_920,9741698519,Yes
Farming,Seeder,1874,Owner_905,9296284389,Yes
Farming,Harvester,1924,Owner_696,8285021427,Yes
Traveling,Motorbike,2332,Owner_80,2528562567,No
Farming,Harvester,1847,Owner_672,5971027422,No
Traveling,Car,4627,Owner_641,6879385957,No
Farming,Harvester,1028,Owner_259,5276241055,No
Farming,Harvester,1534,Owner_868,8547865330,Yes
Farming,Seeder,1014,Owner_597,7052055463,No
Farming,Plow,1200,Owner_358,5635100824,Yes
Traveling,Truck,3889,Owner_436,4279992227,No
Traveling,Truck,3924,Owner_823,4015428927,Yes
Farming,Sprayer,669,Owner_993,8810982359,Yes
Traveling,Motorbike,3086,Owner_751,4890224816,Yes
Farming,Sprayer,582,Owner_3,9540520401,Yes
Farming,Tractor,1252,Owner_726,7727581531,No
Farming,Tractor,672,Owner_194,9426577929,Yes
Farming,Seeder,1448,Owner_659,5649004384,Yes
Farming,Harvester,782,Owner_208,6746145670,No
Farming,Tractor,736,Owner_504,5066262022,Yes
Farming,Sprayer,748,Owner_580,7043466969,No
Farming,Sprayer,1105,Owner_428,1175243254,Yes
Traveling,Auto,3969,Owner_718,9130892342,Yes
Traveling,Car,1114,Owner_813,4144885900,No
Traveling,Auto,2541,Owner_892,8319591905,No
Farming,Seeder,610,Owner_745,8241234311,Yes
Farming,Plow,1478,Owner_779,1349251119,Yes
Traveling,Car,1578,Owner_567,2819599331,No
